VARIABLES = e11,s11
 0.69287D-01 0.12133D+01
 0.67287D-01 0.12098D+01
 0.65287D-01 0.12061D+01
 0.63287D-01 0.12024D+01
 0.61287D-01 0.11985D+01
 0.59287D-01 0.11945D+01
 0.57287D-01 0.11904D+01
 0.55287D-01 0.11862D+01
 0.53287D-01 0.11818D+01
 0.51287D-01 0.11773D+01
 0.49287D-01 0.11726D+01
 0.47287D-01 0.11678D+01
 0.45287D-01 0.11627D+01
 0.43287D-01 0.11575D+01
 0.41287D-01 0.11520D+01
 0.39287D-01 0.11463D+01
 0.37287D-01 0.11403D+01
 0.35287D-01 0.11340D+01
 0.33287D-01 0.11274D+01
 0.31287D-01 0.11204D+01
 0.29287D-01 0.11130D+01
 0.27287D-01 0.11051D+01
 0.25287D-01 0.10967D+01
 0.23287D-01 0.10876D+01
 0.21287D-01 0.10779D+01
 0.19287D-01 0.10672D+01
 0.17287D-01 0.10555D+01
 0.15287D-01 0.10426D+01
 0.13287D-01 0.10279D+01
 0.11287D-01 0.10112D+01
 0.92868D-02 0.98866D+00
 0.72868D-02 0.93417D+00
 0.52868D-02 0.83587D+00
 0.32868D-02 0.67811D+00
 0.12868D-02 0.41113D+00
-0.71323D-03-0.28775D+00
-0.27132D-02-0.61697D+00
-0.47132D-02-0.79782D+00
-0.67132D-02-0.91089D+00
-0.87132D-02-0.97705D+00
-0.10713D-01-0.10059D+01
-0.12713D-01-0.10234D+01
-0.14713D-01-0.10386D+01
-0.16713D-01-0.10520D+01
-0.18713D-01-0.10640D+01
-0.20713D-01-0.10749D+01
-0.22713D-01-0.10849D+01
-0.24713D-01-0.10942D+01
-0.26713D-01-0.11027D+01
-0.28713D-01-0.11108D+01
-0.30713D-01-0.11183D+01
-0.32713D-01-0.11254D+01
-0.34713D-01-0.11321D+01
-0.36713D-01-0.11385D+01
-0.38713D-01-0.11446D+01
-0.40713D-01-0.11504D+01
-0.42713D-01-0.11559D+01
-0.44713D-01-0.11612D+01
-0.46713D-01-0.11663D+01
-0.48713D-01-0.11712D+01
-0.50713D-01-0.11760D+01
-0.52713D-01-0.11805D+01
-0.54713D-01-0.11850D+01
-0.56713D-01-0.11892D+01
-0.58713D-01-0.11934D+01
-0.60713D-01-0.11974D+01
-0.62713D-01-0.12013D+01
-0.64713D-01-0.12051D+01
-0.66713D-01-0.12087D+01
-0.68713D-01-0.12123D+01
-0.70713D-01-0.12158D+01
-0.72713D-01-0.12192D+01
-0.74713D-01-0.12225D+01
-0.76713D-01-0.12258D+01
-0.78713D-01-0.12289D+01
-0.80713D-01-0.12320D+01
-0.82713D-01-0.12351D+01
-0.84713D-01-0.12380D+01
-0.86713D-01-0.12409D+01
-0.88713D-01-0.12437D+01
-0.90713D-01-0.12465D+01
-0.92713D-01-0.12492D+01
-0.94713D-01-0.12519D+01
-0.96713D-01-0.12545D+01
-0.98713D-01-0.12571D+01
-0.99287D-01-0.12578D+01
-0.97287D-01-0.12553D+01
-0.95287D-01-0.12527D+01
-0.93287D-01-0.12500D+01
-0.91287D-01-0.12473D+01
-0.89287D-01-0.12445D+01
-0.87287D-01-0.12417D+01
-0.85287D-01-0.12388D+01
-0.83287D-01-0.12359D+01
-0.81287D-01-0.12329D+01
-0.79287D-01-0.12298D+01
-0.77287D-01-0.12267D+01
-0.75287D-01-0.12235D+01
-0.73287D-01-0.12202D+01
-0.71287D-01-0.12168D+01
-0.69287D-01-0.12133D+01
-0.67287D-01-0.12098D+01
-0.65287D-01-0.12061D+01
-0.63287D-01-0.12024D+01
-0.61287D-01-0.11985D+01
-0.59287D-01-0.11945D+01
-0.57287D-01-0.11904D+01
-0.55287D-01-0.11862D+01
-0.53287D-01-0.11818D+01
-0.51287D-01-0.11773D+01
-0.49287D-01-0.11726D+01
-0.47287D-01-0.11678D+01
-0.45287D-01-0.11627D+01
-0.43287D-01-0.11575D+01
-0.41287D-01-0.11520D+01
-0.39287D-01-0.11463D+01
-0.37287D-01-0.11403D+01
-0.35287D-01-0.11340D+01
-0.33287D-01-0.11274D+01
-0.31287D-01-0.11204D+01
-0.29287D-01-0.11130D+01
-0.27287D-01-0.11051D+01
-0.25287D-01-0.10967D+01
-0.23287D-01-0.10876D+01
-0.21287D-01-0.10779D+01
-0.19287D-01-0.10672D+01
-0.17287D-01-0.10555D+01
-0.15287D-01-0.10426D+01
-0.13287D-01-0.10279D+01
-0.11287D-01-0.10112D+01
-0.92868D-02-0.98866D+00
-0.72868D-02-0.93417D+00
-0.52868D-02-0.83587D+00
-0.32868D-02-0.67811D+00
-0.12868D-02-0.41113D+00
 0.71323D-03 0.28775D+00
 0.27132D-02 0.61697D+00
 0.47132D-02 0.79782D+00
 0.67132D-02 0.91089D+00
 0.87132D-02 0.97705D+00
 0.10713D-01 0.10059D+01
 0.12713D-01 0.10234D+01
 0.14713D-01 0.10386D+01
 0.16713D-01 0.10520D+01
 0.18713D-01 0.10640D+01
 0.20713D-01 0.10749D+01
 0.22713D-01 0.10849D+01
 0.24713D-01 0.10942D+01
 0.26713D-01 0.11027D+01
 0.28713D-01 0.11108D+01
 0.30713D-01 0.11183D+01
 0.32713D-01 0.11254D+01
 0.34713D-01 0.11321D+01
 0.36713D-01 0.11385D+01
 0.38713D-01 0.11446D+01
 0.40713D-01 0.11504D+01
 0.42713D-01 0.11559D+01
 0.44713D-01 0.11612D+01
 0.46713D-01 0.11663D+01
 0.48713D-01 0.11712D+01
 0.50713D-01 0.11760D+01
 0.52713D-01 0.11805D+01
 0.54713D-01 0.11850D+01
 0.56713D-01 0.11892D+01
 0.58713D-01 0.11934D+01
 0.60713D-01 0.11974D+01
 0.62713D-01 0.12013D+01
 0.64713D-01 0.12051D+01
 0.66713D-01 0.12087D+01
 0.68713D-01 0.12123D+01
 0.70713D-01 0.12158D+01
 0.72713D-01 0.12192D+01
 0.74713D-01 0.12225D+01
 0.76713D-01 0.12258D+01
 0.78713D-01 0.12289D+01
 0.80713D-01 0.12320D+01
 0.82713D-01 0.12351D+01
 0.84713D-01 0.12380D+01
 0.86713D-01 0.12409D+01
 0.88713D-01 0.12437D+01
 0.90713D-01 0.12465D+01
 0.92713D-01 0.12492D+01
 0.94713D-01 0.12519D+01
 0.96713D-01 0.12545D+01
 0.98713D-01 0.12571D+01
 0.10000D+00 0.12587D+01
 0.10000D+00 0.12587D+01
